,date,month,year,instruments,volume
127,2021-08-01,8,2021,Corporate Bonds_Under 3 years,17231.214035
67,2021-08-01,8,2021,Federal Crown Corporation Bonds_3-10 years,32032.921615
79,2021-08-01,8,2021,Federal Crown Corporation Bonds_Over 10 years,4855.234644
55,2021-08-01,8,2021,Federal Crown Corporation Bonds_Under 3 years,17623.204509
19,2021-08-01,8,2021,Government of Canada Bonds_3-10 years,375712.092157
211,2021-08-01,8,2021,Government of Canada Bonds_All,128.07646
31,2021-08-01,8,2021,Government of Canada Bonds_Over 10 years,46824.541101
43,2021-08-01,8,2021,Government of Canada Bonds_Real Return Bonds,3169.036313
7,2021-08-01,8,2021,Government of Canada Bonds_Under 3 years,268331.258946
175,2021-08-01,8,2021,Mortgage Backed Securities_All,5434.208673
163,2021-08-01,8,2021,Municipal Bonds_All,2832.516812
199,2021-08-01,8,2021,Other Domestic Bonds_All,588.689942
235,2021-08-01,8,2021,Other_All,1324.2337
103,2021-08-01,8,2021,Provincial Bonds_3-10 years,49139.985479
223,2021-08-01,8,2021,Provincial Bonds_All,1434.80387
115,2021-08-01,8,2021,Provincial Bonds_Over 10 years,38542.209333
91,2021-08-01,8,2021,Provincial Bonds_Under 3 years,9188.175832
188,2021-09-01,9,2021,Asset-Backed Securities_All,657.719423
140,2021-09-01,9,2021,Corporate Bonds_3-10 years,19527.888147
152,2021-09-01,9,2021,Corporate Bonds_Over 10 years,5877.538098
128,2021-09-01,9,2021,Corporate Bonds_Under 3 years,20829.694064
68,2021-09-01,9,2021,Federal Crown Corporation Bonds_3-10 years,52617.917238
80,2021-09-01,9,2021,Federal Crown Corporation Bonds_Over 10 years,7887.2515
56,2021-09-01,9,2021,Federal Crown Corporation Bonds_Under 3 years,25387.515793
20,2021-09-01,9,2021,Government of Canada Bonds_3-10 years,501825.935782
212,2021-09-01,9,2021,Government of Canada Bonds_All,127.660679
32,2021-09-01,9,2021,Government of Canada Bonds_Over 10 years,72001.302302
44,2021-09-01,9,2021,Government of Canada Bonds_Real Return Bonds,3518.117074
8,2021-09-01,9,2021,Government of Canada Bonds_Under 3 years,348154.526697
176,2021-09-01,9,2021,Mortgage Backed Securities_All,6568.904005
164,2021-09-01,9,2021,Municipal Bonds_All,4423.550722
200,2021-09-01,9,2021,Other Domestic Bonds_All,1026.343282
236,2021-09-01,9,2021,Other_All,1160.067091
104,2021-09-01,9,2021,Provincial Bonds_3-10 years,68193.291831
224,2021-09-01,9,2021,Provincial Bonds_All,2411.625364
116,2021-09-01,9,2021,Provincial Bonds_Over 10 years,50542.430808
92,2021-09-01,9,2021,Provincial Bonds_Under 3 years,16880.601423
189,2021-10-01,10,2021,Asset-Backed Securities_All,755.264776
141,2021-10-01,10,2021,Corporate Bonds_3-10 years,20339.230422
153,2021-10-01,10,2021,Corporate Bonds_Over 10 years,6444.66123
129,2021-10-01,10,2021,Corporate Bonds_Under 3 years,19484.690194
69,2021-10-01,10,2021,Federal Crown Corporation Bonds_3-10 years,47513.398386
81,2021-10-01,10,2021,Federal Crown Corporation Bonds_Over 10 years,5776.386
57,2021-10-01,10,2021,Federal Crown Corporation Bonds_Under 3 years,22663.378647
21,2021-10-01,10,2021,Government of Canada Bonds_3-10 years,410391.349411
213,2021-10-01,10,2021,Government of Canada Bonds_All,238.836044
33,2021-10-01,10,2021,Government of Canada Bonds_Over 10 years,74917.341921
45,2021-10-01,10,2021,Government of Canada Bonds_Real Return Bonds,4312.706507
9,2021-10-01,10,2021,Government of Canada Bonds_Under 3 years,482439.764984
177,2021-10-01,10,2021,Mortgage Backed Securities_All,4053.336384
165,2021-10-01,10,2021,Municipal Bonds_All,2868.589059
201,2021-10-01,10,2021,Other Domestic Bonds_All,861.684259
237,2021-10-01,10,2021,Other_All,1043.530484
105,2021-10-01,10,2021,Provincial Bonds_3-10 years,58653.912431
225,2021-10-01,10,2021,Provincial Bonds_All,2326.834601
117,2021-10-01,10,2021,Provincial Bonds_Over 10 years,57257.490418
93,2021-10-01,10,2021,Provincial Bonds_Under 3 years,15639.502574
190,2021-11-01,11,2021,Asset-Backed Securities_All,643.454499
142,2021-11-01,11,2021,Corporate Bonds_3-10 years,22740.521529
154,2021-11-01,11,2021,Corporate Bonds_Over 10 years,7653.479316
130,2021-11-01,11,2021,Corporate Bonds_Under 3 years,18856.061241
70,2021-11-01,11,2021,Federal Crown Corporation Bonds_3-10 years,41820.84277
82,2021-11-01,11,2021,Federal Crown Corporation Bonds_Over 10 years,12203.444108
58,2021-11-01,11,2021,Federal Crown Corporation Bonds_Under 3 years,32448.440387
22,2021-11-01,11,2021,Government of Canada Bonds_3-10 years,404346.17001
214,2021-11-01,11,2021,Government of Canada Bonds_All,309.822683
34,2021-11-01,11,2021,Government of Canada Bonds_Over 10 years,77852.806325
46,2021-11-01,11,2021,Government of Canada Bonds_Real Return Bonds,4811.824247
10,2021-11-01,11,2021,Government of Canada Bonds_Under 3 years,406814.382374
178,2021-11-01,11,2021,Mortgage Backed Securities_All,3889.067355
166,2021-11-01,11,2021,Municipal Bonds_All,3183.317671
202,2021-11-01,11,2021,Other Domestic Bonds_All,702.168045
238,2021-11-01,11,2021,Other_All,1595.548097
106,2021-11-01,11,2021,Provincial Bonds_3-10 years,53084.121436
226,2021-11-01,11,2021,Provincial Bonds_All,2419.618066
118,2021-11-01,11,2021,Provincial Bonds_Over 10 years,47345.119613
94,2021-11-01,11,2021,Provincial Bonds_Under 3 years,12683.281738
191,2021-12-01,12,2021,Asset-Backed Securities_All,985.776
143,2021-12-01,12,2021,Corporate Bonds_3-10 years,16285.157194
155,2021-12-01,12,2021,Corporate Bonds_Over 10 years,5684.36452
131,2021-12-01,12,2021,Corporate Bonds_Under 3 years,16207.445211
71,2021-12-01,12,2021,Federal Crown Corporation Bonds_3-10 years,46024.476729
83,2021-12-01,12,2021,Federal Crown Corporation Bonds_Over 10 years,5282.026391
59,2021-12-01,12,2021,Federal Crown Corporation Bonds_Under 3 years,17956.756764
23,2021-12-01,12,2021,Government of Canada Bonds_3-10 years,382423.922016
215,2021-12-01,12,2021,Government of Canada Bonds_All,215.503958
35,2021-12-01,12,2021,Government of Canada Bonds_Over 10 years,68393.190924
47,2021-12-01,12,2021,Government of Canada Bonds_Real Return Bonds,4138.646271
11,2021-12-01,12,2021,Government of Canada Bonds_Under 3 years,291864.167595
179,2021-12-01,12,2021,Mortgage Backed Securities_All,4220.032869
167,2021-12-01,12,2021,Municipal Bonds_All,2083.001125
203,2021-12-01,12,2021,Other Domestic Bonds_All,1313.243669
239,2021-12-01,12,2021,Other_All,1344.045417
107,2021-12-01,12,2021,Provincial Bonds_3-10 years,49613.127201
227,2021-12-01,12,2021,Provincial Bonds_All,1834.928684
119,2021-12-01,12,2021,Provincial Bonds_Over 10 years,42638.447432
95,2021-12-01,12,2021,Provincial Bonds_Under 3 years,12481.08476
180,2022-01-01,1,2022,Asset-Backed Securities_All,657.186243
132,2022-01-01,1,2022,Corporate Bonds_3-10 years,26803.895052
144,2022-01-01,1,2022,Corporate Bonds_Over 10 years,6203.394163
120,2022-01-01,1,2022,Corporate Bonds_Under 3 years,21088.199523
60,2022-01-01,1,2022,Federal Crown Corporation Bonds_3-10 years,41401.91294
72,2022-01-01,1,2022,Federal Crown Corporation Bonds_Over 10 years,6.862716
48,2022-01-01,1,2022,Federal Crown Corporation Bonds_Under 3 years,30579.624778
12,2022-01-01,1,2022,Government of Canada Bonds_3-10 years,421895.456092
204,2022-01-01,1,2022,Government of Canada Bonds_All,221.891788
24,2022-01-01,1,2022,Government of Canada Bonds_Over 10 years,66073.624913
36,2022-01-01,1,2022,Government of Canada Bonds_Real Return Bonds,3136.47428
0,2022-01-01,1,2022,Government of Canada Bonds_Under 3 years,403156.40386
168,2022-01-01,1,2022,Mortgage Backed Securities_All,4137.235461
156,2022-01-01,1,2022,Municipal Bonds_All,2742.30119
192,2022-01-01,1,2022,Other Domestic Bonds_All,886.006601
228,2022-01-01,1,2022,Other_All,1635.250394
96,2022-01-01,1,2022,Provincial Bonds_3-10 years,53017.865554
216,2022-01-01,1,2022,Provincial Bonds_All,2212.776994
108,2022-01-01,1,2022,Provincial Bonds_Over 10 years,55565.41625
84,2022-01-01,1,2022,Provincial Bonds_Under 3 years,8739.589995
181,2022-02-01,2,2022,Asset-Backed Securities_All,1410.0135
133,2022-02-01,2,2022,Corporate Bonds_3-10 years,16058.011486
145,2022-02-01,2,2022,Corporate Bonds_Over 10 years,5416.223583
121,2022-02-01,2,2022,Corporate Bonds_Under 3 years,19484.871685
61,2022-02-01,2,2022,Federal Crown Corporation Bonds_3-10 years,41463.291284
73,2022-02-01,2,2022,Federal Crown Corporation Bonds_Over 10 years,13.173615
49,2022-02-01,2,2022,Federal Crown Corporation Bonds_Under 3 years,20636.449427
13,2022-02-01,2,2022,Government of Canada Bonds_3-10 years,406352.99256
205,2022-02-01,2,2022,Government of Canada Bonds_All,369.295029
25,2022-02-01,2,2022,Government of Canada Bonds_Over 10 years,60936.486021
37,2022-02-01,2,2022,Government of Canada Bonds_Real Return Bonds,2853.932822
1,2022-02-01,2,2022,Government of Canada Bonds_Under 3 years,335013.652436
169,2022-02-01,2,2022,Mortgage Backed Securities_All,4890.160855
157,2022-02-01,2,2022,Municipal Bonds_All,3475.518783
193,2022-02-01,2,2022,Other Domestic Bonds_All,1919.19937
229,2022-02-01,2,2022,Other_All,1413.285348
97,2022-02-01,2,2022,Provincial Bonds_3-10 years,60514.83712
217,2022-02-01,2,2022,Provincial Bonds_All,1789.666494
109,2022-02-01,2,2022,Provincial Bonds_Over 10 years,49186.958162
85,2022-02-01,2,2022,Provincial Bonds_Under 3 years,11323.733306
182,2022-03-01,3,2022,Asset-Backed Securities_All,1097.0275
134,2022-03-01,3,2022,Corporate Bonds_3-10 years,32463.0569
146,2022-03-01,3,2022,Corporate Bonds_Over 10 years,8965.604153
122,2022-03-01,3,2022,Corporate Bonds_Under 3 years,28373.438307
62,2022-03-01,3,2022,Federal Crown Corporation Bonds_3-10 years,53722.04603
74,2022-03-01,3,2022,Federal Crown Corporation Bonds_Over 10 years,31.376538
50,2022-03-01,3,2022,Federal Crown Corporation Bonds_Under 3 years,29114.274837
14,2022-03-01,3,2022,Government of Canada Bonds_3-10 years,794065.708849
206,2022-03-01,3,2022,Government of Canada Bonds_All,180.87919
26,2022-03-01,3,2022,Government of Canada Bonds_Over 10 years,108924.237895
38,2022-03-01,3,2022,Government of Canada Bonds_Real Return Bonds,4582.46123
2,2022-03-01,3,2022,Government of Canada Bonds_Under 3 years,464711.322427
170,2022-03-01,3,2022,Mortgage Backed Securities_All,5471.440232
158,2022-03-01,3,2022,Municipal Bonds_All,5436.667604
194,2022-03-01,3,2022,Other Domestic Bonds_All,2209.599828
230,2022-03-01,3,2022,Other_All,1555.401736
98,2022-03-01,3,2022,Provincial Bonds_3-10 years,83251.142463
218,2022-03-01,3,2022,Provincial Bonds_All,3343.376961
110,2022-03-01,3,2022,Provincial Bonds_Over 10 years,63754.56111
86,2022-03-01,3,2022,Provincial Bonds_Under 3 years,13483.50998
183,2022-04-01,4,2022,Asset-Backed Securities_All,715.950585
135,2022-04-01,4,2022,Corporate Bonds_3-10 years,19416.725923
147,2022-04-01,4,2022,Corporate Bonds_Over 10 years,8250.840579
123,2022-04-01,4,2022,Corporate Bonds_Under 3 years,19698.548
63,2022-04-01,4,2022,Federal Crown Corporation Bonds_3-10 years,38758.082496
75,2022-04-01,4,2022,Federal Crown Corporation Bonds_Over 10 years,55.819653
51,2022-04-01,4,2022,Federal Crown Corporation Bonds_Under 3 years,9525.977137
15,2022-04-01,4,2022,Government of Canada Bonds_3-10 years,420996.543523
207,2022-04-01,4,2022,Government of Canada Bonds_All,72.756922
27,2022-04-01,4,2022,Government of Canada Bonds_Over 10 years,88766.386234
39,2022-04-01,4,2022,Government of Canada Bonds_Real Return Bonds,2248.581979
3,2022-04-01,4,2022,Government of Canada Bonds_Under 3 years,330574.495336
171,2022-04-01,4,2022,Mortgage Backed Securities_All,6935.903667
159,2022-04-01,4,2022,Municipal Bonds_All,3209.357733
195,2022-04-01,4,2022,Other Domestic Bonds_All,883.653909
231,2022-04-01,4,2022,Other_All,2449.21996
99,2022-04-01,4,2022,Provincial Bonds_3-10 years,70652.585888
219,2022-04-01,4,2022,Provincial Bonds_All,2319.105617
111,2022-04-01,4,2022,Provincial Bonds_Over 10 years,57423.076639
87,2022-04-01,4,2022,Provincial Bonds_Under 3 years,9862.403281
184,2022-05-01,5,2022,Asset-Backed Securities_All,593.289
136,2022-05-01,5,2022,Corporate Bonds_3-10 years,23020.470927
148,2022-05-01,5,2022,Corporate Bonds_Over 10 years,7702.165258
124,2022-05-01,5,2022,Corporate Bonds_Under 3 years,20419.293468
64,2022-05-01,5,2022,Federal Crown Corporation Bonds_3-10 years,43941.314049
76,2022-05-01,5,2022,Federal Crown Corporation Bonds_Over 10 years,4902.784456
52,2022-05-01,5,2022,Federal Crown Corporation Bonds_Under 3 years,13770.634576
16,2022-05-01,5,2022,Government of Canada Bonds_3-10 years,501793.984262
208,2022-05-01,5,2022,Government of Canada Bonds_All,285.728015
28,2022-05-01,5,2022,Government of Canada Bonds_Over 10 years,91398.188395
40,2022-05-01,5,2022,Government of Canada Bonds_Real Return Bonds,2760.690827
4,2022-05-01,5,2022,Government of Canada Bonds_Under 3 years,340461.321665
172,2022-05-01,5,2022,Mortgage Backed Securities_All,3274.091444
160,2022-05-01,5,2022,Municipal Bonds_All,4353.440366
196,2022-05-01,5,2022,Other Domestic Bonds_All,1336.276345
232,2022-05-01,5,2022,Other_All,1778.859984
100,2022-05-01,5,2022,Provincial Bonds_3-10 years,69177.969608
220,2022-05-01,5,2022,Provincial Bonds_All,1843.433919
112,2022-05-01,5,2022,Provincial Bonds_Over 10 years,61585.409253
88,2022-05-01,5,2022,Provincial Bonds_Under 3 years,13550.894613
185,2022-06-01,6,2022,Asset-Backed Securities_All,1312.760948
137,2022-06-01,6,2022,Corporate Bonds_3-10 years,26261.664335
149,2022-06-01,6,2022,Corporate Bonds_Over 10 years,8537.846641
125,2022-06-01,6,2022,Corporate Bonds_Under 3 years,21894.701952
65,2022-06-01,6,2022,Federal Crown Corporation Bonds_3-10 years,52947.589304
77,2022-06-01,6,2022,Federal Crown Corporation Bonds_Over 10 years,5679.217769
53,2022-06-01,6,2022,Federal Crown Corporation Bonds_Under 3 years,15820.561811
17,2022-06-01,6,2022,Government of Canada Bonds_3-10 years,561909.687492
209,2022-06-01,6,2022,Government of Canada Bonds_All,248.059704
29,2022-06-01,6,2022,Government of Canada Bonds_Over 10 years,112110.381991
41,2022-06-01,6,2022,Government of Canada Bonds_Real Return Bonds,3536.065292
5,2022-06-01,6,2022,Government of Canada Bonds_Under 3 years,389512.355338
173,2022-06-01,6,2022,Mortgage Backed Securities_All,6375.582358
161,2022-06-01,6,2022,Municipal Bonds_All,4054.746324
197,2022-06-01,6,2022,Other Domestic Bonds_All,1160.093777
233,2022-06-01,6,2022,Other_All,2557.643042
101,2022-06-01,6,2022,Provincial Bonds_3-10 years,64967.687606
221,2022-06-01,6,2022,Provincial Bonds_All,3993.985739
113,2022-06-01,6,2022,Provincial Bonds_Over 10 years,67800.789099
89,2022-06-01,6,2022,Provincial Bonds_Under 3 years,12091.760207
186,2022-07-01,7,2022,Asset-Backed Securities_All,705.180852
138,2022-07-01,7,2022,Corporate Bonds_3-10 years,17059.245987
150,2022-07-01,7,2022,Corporate Bonds_Over 10 years,6827.769964
126,2022-07-01,7,2022,Corporate Bonds_Under 3 years,16045.041169
66,2022-07-01,7,2022,Federal Crown Corporation Bonds_3-10 years,28838.690438
78,2022-07-01,7,2022,Federal Crown Corporation Bonds_Over 10 years,4910.228923
54,2022-07-01,7,2022,Federal Crown Corporation Bonds_Under 3 years,9106.460112
18,2022-07-01,7,2022,Government of Canada Bonds_3-10 years,409793.564388
210,2022-07-01,7,2022,Government of Canada Bonds_All,70.233462
30,2022-07-01,7,2022,Government of Canada Bonds_Over 10 years,68853.771279
42,2022-07-01,7,2022,Government of Canada Bonds_Real Return Bonds,2053.086489
6,2022-07-01,7,2022,Government of Canada Bonds_Under 3 years,318472.477138
174,2022-07-01,7,2022,Mortgage Backed Securities_All,7802.566557
162,2022-07-01,7,2022,Municipal Bonds_All,2852.991272
198,2022-07-01,7,2022,Other Domestic Bonds_All,3331.410447
234,2022-07-01,7,2022,Other_All,1664.015052
102,2022-07-01,7,2022,Provincial Bonds_3-10 years,46649.85072
222,2022-07-01,7,2022,Provincial Bonds_All,2195.663661
114,2022-07-01,7,2022,Provincial Bonds_Over 10 years,47894.771399
90,2022-07-01,7,2022,Provincial Bonds_Under 3 years,13213.711519
187,2022-08-01,8,2022,Asset-Backed Securities_All,668.923
139,2022-08-01,8,2022,Corporate Bonds_3-10 years,19634.141123
151,2022-08-01,8,2022,Corporate Bonds_Over 10 years,6158.3945
127,2022-08-01,8,2022,Corporate Bonds_Under 3 years,18525.459167
67,2022-08-01,8,2022,Federal Crown Corporation Bonds_3-10 years,39550.151643
79,2022-08-01,8,2022,Federal Crown Corporation Bonds_Over 10 years,8923.37371
55,2022-08-01,8,2022,Federal Crown Corporation Bonds_Under 3 years,11026.516097
19,2022-08-01,8,2022,Government of Canada Bonds_3-10 years,562183.365894
211,2022-08-01,8,2022,Government of Canada Bonds_All,83.650916
31,2022-08-01,8,2022,Government of Canada Bonds_Over 10 years,81106.010996
43,2022-08-01,8,2022,Government of Canada Bonds_Real Return Bonds,2160.867842
7,2022-08-01,8,2022,Government of Canada Bonds_Under 3 years,344460.393018
175,2022-08-01,8,2022,Mortgage Backed Securities_All,5062.263268
163,2022-08-01,8,2022,Municipal Bonds_All,3185.015603
199,2022-08-01,8,2022,Other Domestic Bonds_All,2502.285777
235,2022-08-01,8,2022,Other_All,1426.283778
103,2022-08-01,8,2022,Provincial Bonds_3-10 years,53642.185495
223,2022-08-01,8,2022,Provincial Bonds_All,3148.115015
115,2022-08-01,8,2022,Provincial Bonds_Over 10 years,49213.289825
91,2022-08-01,8,2022,Provincial Bonds_Under 3 years,11077.730627
188,2022-09-01,9,2022,Asset-Backed Securities_All,1256.795737
140,2022-09-01,9,2022,Corporate Bonds_3-10 years,22729.597035
152,2022-09-01,9,2022,Corporate Bonds_Over 10 years,8352.693252
128,2022-09-01,9,2022,Corporate Bonds_Under 3 years,20502.655848
68,2022-09-01,9,2022,Federal Crown Corporation Bonds_3-10 years,42569.302131
80,2022-09-01,9,2022,Federal Crown Corporation Bonds_Over 10 years,6174.950201
56,2022-09-01,9,2022,Federal Crown Corporation Bonds_Under 3 years,17636.886366
20,2022-09-01,9,2022,Government of Canada Bonds_3-10 years,529699.84985
212,2022-09-01,9,2022,Government of Canada Bonds_All,181.088273
32,2022-09-01,9,2022,Government of Canada Bonds_Over 10 years,76591.44062
44,2022-09-01,9,2022,Government of Canada Bonds_Real Return Bonds,3869.005147
8,2022-09-01,9,2022,Government of Canada Bonds_Under 3 years,281054.074474
176,2022-09-01,9,2022,Mortgage Backed Securities_All,2869.343087
164,2022-09-01,9,2022,Municipal Bonds_All,4654.736294
200,2022-09-01,9,2022,Other Domestic Bonds_All,2298.059535
236,2022-09-01,9,2022,Other_All,1536.273168
104,2022-09-01,9,2022,Provincial Bonds_3-10 years,50865.169961
224,2022-09-01,9,2022,Provincial Bonds_All,3044.868013
116,2022-09-01,9,2022,Provincial Bonds_Over 10 years,44357.270433
92,2022-09-01,9,2022,Provincial Bonds_Under 3 years,15221.143541
189,2022-10-01,10,2022,Asset-Backed Securities_All,933.188183
141,2022-10-01,10,2022,Corporate Bonds_3-10 years,28233.276865
153,2022-10-01,10,2022,Corporate Bonds_Over 10 years,8338.178307
129,2022-10-01,10,2022,Corporate Bonds_Under 3 years,27005.130578
69,2022-10-01,10,2022,Federal Crown Corporation Bonds_3-10 years,33922.069649
81,2022-10-01,10,2022,Federal Crown Corporation Bonds_Over 10 years,128.684077
57,2022-10-01,10,2022,Federal Crown Corporation Bonds_Under 3 years,17366.555545
21,2022-10-01,10,2022,Government of Canada Bonds_3-10 years,485801.94471
213,2022-10-01,10,2022,Government of Canada Bonds_All,72.941935
33,2022-10-01,10,2022,Government of Canada Bonds_Over 10 years,88800.515621
45,2022-10-01,10,2022,Government of Canada Bonds_Real Return Bonds,3899.64205
9,2022-10-01,10,2022,Government of Canada Bonds_Under 3 years,333642.403878
177,2022-10-01,10,2022,Mortgage Backed Securities_All,4266.496343
165,2022-10-01,10,2022,Municipal Bonds_All,2643.886837
201,2022-10-01,10,2022,Other Domestic Bonds_All,3315.047033
237,2022-10-01,10,2022,Other_All,1383.913419
105,2022-10-01,10,2022,Provincial Bonds_3-10 years,54139.233083
225,2022-10-01,10,2022,Provincial Bonds_All,2703.68239
117,2022-10-01,10,2022,Provincial Bonds_Over 10 years,54040.078259
93,2022-10-01,10,2022,Provincial Bonds_Under 3 years,19226.667795
190,2022-11-01,11,2022,Asset-Backed Securities_All,413.31197
142,2022-11-01,11,2022,Corporate Bonds_3-10 years,29576.849109
154,2022-11-01,11,2022,Corporate Bonds_Over 10 years,7846.847161
130,2022-11-01,11,2022,Corporate Bonds_Under 3 years,25993.372016
70,2022-11-01,11,2022,Federal Crown Corporation Bonds_3-10 years,41243.245981
82,2022-11-01,11,2022,Federal Crown Corporation Bonds_Over 10 years,181.223691
58,2022-11-01,11,2022,Federal Crown Corporation Bonds_Under 3 years,30188.53463
22,2022-11-01,11,2022,Government of Canada Bonds_3-10 years,501500.535458
214,2022-11-01,11,2022,Government of Canada Bonds_All,196.140081
34,2022-11-01,11,2022,Government of Canada Bonds_Over 10 years,90109.988965
46,2022-11-01,11,2022,Government of Canada Bonds_Real Return Bonds,2677.118717
10,2022-11-01,11,2022,Government of Canada Bonds_Under 3 years,311070.766793
178,2022-11-01,11,2022,Mortgage Backed Securities_All,7828.193456
166,2022-11-01,11,2022,Municipal Bonds_All,2776.432764
202,2022-11-01,11,2022,Other Domestic Bonds_All,3576.142852
238,2022-11-01,11,2022,Other_All,3005.770751
106,2022-11-01,11,2022,Provincial Bonds_3-10 years,53353.790906
226,2022-11-01,11,2022,Provincial Bonds_All,4206.064929
118,2022-11-01,11,2022,Provincial Bonds_Over 10 years,58754.458172
94,2022-11-01,11,2022,Provincial Bonds_Under 3 years,15304.842695
191,2022-12-01,12,2022,Asset-Backed Securities_All,403.6815
143,2022-12-01,12,2022,Corporate Bonds_3-10 years,23949.363211
155,2022-12-01,12,2022,Corporate Bonds_Over 10 years,5837.009566
131,2022-12-01,12,2022,Corporate Bonds_Under 3 years,20166.759492
71,2022-12-01,12,2022,Federal Crown Corporation Bonds_3-10 years,36847.401198
83,2022-12-01,12,2022,Federal Crown Corporation Bonds_Over 10 years,16.866076
59,2022-12-01,12,2022,Federal Crown Corporation Bonds_Under 3 years,15641.327835
23,2022-12-01,12,2022,Government of Canada Bonds_3-10 years,428968.982492
215,2022-12-01,12,2022,Government of Canada Bonds_All,202.280968
35,2022-12-01,12,2022,Government of Canada Bonds_Over 10 years,78813.014573
47,2022-12-01,12,2022,Government of Canada Bonds_Real Return Bonds,1748.279119
11,2022-12-01,12,2022,Government of Canada Bonds_Under 3 years,280803.221789
179,2022-12-01,12,2022,Mortgage Backed Securities_All,1904.549099
167,2022-12-01,12,2022,Municipal Bonds_All,2078.86455
203,2022-12-01,12,2022,Other Domestic Bonds_All,3898.118697
239,2022-12-01,12,2022,Other_All,2027.392012
107,2022-12-01,12,2022,Provincial Bonds_3-10 years,50229.720062
227,2022-12-01,12,2022,Provincial Bonds_All,2054.834241
119,2022-12-01,12,2022,Provincial Bonds_Over 10 years,57116.545854
95,2022-12-01,12,2022,Provincial Bonds_Under 3 years,15019.107693
180,2023-01-01,1,2023,Asset-Backed Securities_All,891.9325
132,2023-01-01,1,2023,Corporate Bonds_3-10 years,25789.504222
144,2023-01-01,1,2023,Corporate Bonds_Over 10 years,6877.937376
120,2023-01-01,1,2023,Corporate Bonds_Under 3 years,21704.852982
60,2023-01-01,1,2023,Federal Crown Corporation Bonds_3-10 years,38554.171263
72,2023-01-01,1,2023,Federal Crown Corporation Bonds_Over 10 years,89.508654
48,2023-01-01,1,2023,Federal Crown Corporation Bonds_Under 3 years,17660.821584
12,2023-01-01,1,2023,Government of Canada Bonds_3-10 years,515424.060867
204,2023-01-01,1,2023,Government of Canada Bonds_All,84.476654
24,2023-01-01,1,2023,Government of Canada Bonds_Over 10 years,71444.025424
36,2023-01-01,1,2023,Government of Canada Bonds_Real Return Bonds,1763.713149
0,2023-01-01,1,2023,Government of Canada Bonds_Under 3 years,364101.128326
168,2023-01-01,1,2023,Mortgage Backed Securities_All,4350.746984
156,2023-01-01,1,2023,Municipal Bonds_All,2560.469589
192,2023-01-01,1,2023,Other Domestic Bonds_All,4098.445106
228,2023-01-01,1,2023,Other_All,1127.623092
96,2023-01-01,1,2023,Provincial Bonds_3-10 years,59153.58382
216,2023-01-01,1,2023,Provincial Bonds_All,2199.659589
108,2023-01-01,1,2023,Provincial Bonds_Over 10 years,54335.726683
84,2023-01-01,1,2023,Provincial Bonds_Under 3 years,20734.050581
181,2023-02-01,2,2023,Asset-Backed Securities_All,424.485272
133,2023-02-01,2,2023,Corporate Bonds_3-10 years,26118.449232
145,2023-02-01,2,2023,Corporate Bonds_Over 10 years,6974.43151
121,2023-02-01,2,2023,Corporate Bonds_Under 3 years,17561.009896
61,2023-02-01,2,2023,Federal Crown Corporation Bonds_3-10 years,34344.497815
73,2023-02-01,2,2023,Federal Crown Corporation Bonds_Over 10 years,6212.437487
49,2023-02-01,2,2023,Federal Crown Corporation Bonds_Under 3 years,11838.147147
13,2023-02-01,2,2023,Government of Canada Bonds_3-10 years,552130.857032
205,2023-02-01,2,2023,Government of Canada Bonds_All,253.919572
25,2023-02-01,2,2023,Government of Canada Bonds_Over 10 years,84417.310835
37,2023-02-01,2,2023,Government of Canada Bonds_Real Return Bonds,1480.094971
1,2023-02-01,2,2023,Government of Canada Bonds_Under 3 years,341186.87574
169,2023-02-01,2,2023,Mortgage Backed Securities_All,3991.274768
157,2023-02-01,2,2023,Municipal Bonds_All,2558.757822
193,2023-02-01,2,2023,Other Domestic Bonds_All,5706.541834
229,2023-02-01,2,2023,Other_All,1334.172821
97,2023-02-01,2,2023,Provincial Bonds_3-10 years,57300.904835
217,2023-02-01,2,2023,Provincial Bonds_All,2262.081256
109,2023-02-01,2,2023,Provincial Bonds_Over 10 years,38333.48238
85,2023-02-01,2,2023,Provincial Bonds_Under 3 years,10370.323835
182,2023-03-01,3,2023,Asset-Backed Securities_All,497.862281
134,2023-03-01,3,2023,Corporate Bonds_3-10 years,27840.994547
146,2023-03-01,3,2023,Corporate Bonds_Over 10 years,6923.309681
122,2023-03-01,3,2023,Corporate Bonds_Under 3 years,22610.639459
62,2023-03-01,3,2023,Federal Crown Corporation Bonds_3-10 years,56284.384075
74,2023-03-01,3,2023,Federal Crown Corporation Bonds_Over 10 years,12743.870076
50,2023-03-01,3,2023,Federal Crown Corporation Bonds_Under 3 years,17141.415364
14,2023-03-01,3,2023,Government of Canada Bonds_3-10 years,631464.894844
206,2023-03-01,3,2023,Government of Canada Bonds_All,295.470922
26,2023-03-01,3,2023,Government of Canada Bonds_Over 10 years,107845.42328
38,2023-03-01,3,2023,Government of Canada Bonds_Real Return Bonds,1534.874337
2,2023-03-01,3,2023,Government of Canada Bonds_Under 3 years,385067.344946
170,2023-03-01,3,2023,Mortgage Backed Securities_All,6996.295114
158,2023-03-01,3,2023,Municipal Bonds_All,3217.422933
194,2023-03-01,3,2023,Other Domestic Bonds_All,3238.159638
230,2023-03-01,3,2023,Other_All,1897.057596
98,2023-03-01,3,2023,Provincial Bonds_3-10 years,60086.230275
